"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","31.88",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Max Active Clusters","cluster","0",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Max Cluster Size","block","8",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Overall GPU Occupancy","%","0",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Cluster Occupancy","%","0",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Block Limit SM","block","32",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Block Limit Registers","block","1",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Block Limit Shared Mem","block","1",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Block Limit Warps","block","8",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Theoretical Active Warps per SM","warp","8",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Theoretical Occupancy","%","12.50",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Achieved Occupancy","%","12.49",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","Achieved Active Warps Per SM","warp","7.99",
"0","3803658","llama-bench","127.0.0.1","void mul_mat_q<(ggml_type)8, (int)128, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","1","14","(32, 8, 1)","(132, 1, 1)","0","9.0","Occupancy","","","","Occupancy","OPT","This kernel's theoretical occupancy (12.5%) is limited by the number of required registers. This kernel's theoretical occupancy (12.5%) is limited by the required amount of shared memory. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.",""
